,characterID,combatShipsLost,exploShipsLost,miningShipsLost,otherShipsLost,secStatus,shipsDestroyed,soloRatio
238,90146352.0,455.0,13.0,20.0,12.0,2.8823984067425,0.0,4.0
239,90146672.0,493.0,8.0,1.0,13.0,-1.9403424625129,0.0,5.0
240,90148173.0,524.0,1.0,0.0,0.0,-9.6191243617425,0.0,27.0
241,90148881.0,2.0,0.0,0.0,1.0,3.7528396808799,0.0,6.0
242,90149631.0,49.0,2.0,0.0,1.0,5.0032144034704,0.0,0.0
243,90150126.0,348.0,4.0,1.0,22.0,0.50067075591638,0.0,5.0
244,90150247.0,423.0,0.0,0.0,0.0,-1.9220595583191,0.0,1.0
245,90150386.0,41.0,3.0,2.0,1.0,5.0068062138196,0.0,3.0
246,90151113.0,691.0,4.0,0.0,1.0,-0.34246013927106,0.0,67.0
247,90151770.0,35.0,1.0,1.0,0.0,2.7761333038307,0.0,4.0
248,90152571.0,18.0,0.0,0.0,1.0,5.0017322869337,0.0,7.0
249,90153136.0,47.0,6.0,0.0,0.0,4.9268201808623,0.0,1.0
250,90153494.0,41.0,0.0,11.0,18.0,3.7229083875787,0.0,0.0
251,90154854.0,36.0,0.0,0.0,1.0,1.3115828655747,0.0,0.0
252,90154877.0,8.0,0.0,1.0,0.0,5.0010232668304,0.0,25.0
253,90155012.0,14.0,0.0,0.0,0.0,-0.48973869142252,0.0,5.0
254,90155453.0,140.0,0.0,0.0,11.0,5.0057429440124,0.0,0.0
255,90155769.0,254.0,8.0,0.0,15.0,-1.5281890131673,0.0,6.0
256,90156168.0,23.0,11.0,0.0,1.0,1.1664834267742,0.0,0.0
257,90156344.0,28.0,0.0,0.0,1.0,5.1760400301924,0.0,7.0
258,90157083.0,44.0,0.0,0.0,10.0,-1.5459295449448,0.0,5.0
259,90157152.0,26.0,0.0,2.0,3.0,5.0068732963159,0.0,0.0
260,90157397.0,13.0,0.0,0.0,0.0,4.6085957415347,0.0,0.0
261,90158052.0,187.0,0.0,7.0,3.0,-0.086939914442656,0.0,0.0
262,90158742.0,1.0,0.0,0.0,0.0,5.0024974474738,0.0,5.0
263,90158890.0,43.0,0.0,0.0,1.0,4.2870247749402,0.0,0.0
264,90158926.0,29.0,0.0,10.0,0.0,5.000053369946,0.0,4.0
265,90158937.0,3.0,0.0,0.0,0.0,-0.57056791831308,0.0,5.0
266,90159516.0,56.0,2.0,4.0,4.0,5.0068754177773,0.0,1.0
267,90161206.0,72.0,0.0,1.0,1.0,0.21935659108257,0.0,8.0
268,90161247.0,33.0,4.0,0.0,0.0,0.6362582768963,0.0,5.0
269,90162027.0,63.0,0.0,3.0,0.0,1.8931932774762,0.0,27.0
270,90162893.0,22.0,0.0,0.0,0.0,5.0071043609593,0.0,3.0
271,90163143.0,69.0,0.0,1.0,2.0,3.1997735677943,0.0,1.0
272,90164220.0,89.0,0.0,0.0,1.0,0.26381105295355,0.0,3.0
273,90164244.0,90.0,3.0,0.0,7.0,1.2962912941222,0.0,2.0
274,90164322.0,173.0,0.0,0.0,19.0,-1.8206606399948,0.0,3.0
275,90165242.0,188.0,0.0,0.0,0.0,-1.8001752954405,0.0,2.0
276,90165308.0,6.0,0.0,0.0,0.0,1.4159028852774,0.0,5.0
277,90166263.0,69.0,0.0,0.0,0.0,-2.2753241818925,0.0,14.0
278,90166696.0,120.0,0.0,0.0,0.0,-2.8424596921159,0.0,1.0
279,90167922.0,13.0,0.0,0.0,0.0,-0.28545853552254,0.0,5.0
280,90170866.0,6.0,0.0,0.0,0.0,2.0919508680281,0.0,5.0
281,90171451.0,42.0,1.0,7.0,3.0,5.0015519667149,0.0,1.0
282,90171569.0,101.0,2.0,2.0,1.0,5.0038779985308,0.0,1.0
283,90173568.0,292.0,0.0,0.0,30.0,0.104891578553,0.0,0.0
284,90173836.0,238.0,10.0,21.0,5.0,5.0026651418556,0.0,3.0
285,90173969.0,14.0,2.0,25.0,4.0,4.5844872382839,0.0,20.0
286,90174645.0,8.0,1.0,0.0,0.0,4.9189500036814,0.0,3.0
287,90175510.0,156.0,0.0,0.0,0.0,4.3845435475609,0.0,8.0
288,90175916.0,12.0,0.0,4.0,0.0,5.0002617784717,0.0,11.0
289,90177496.0,4.0,0.0,0.0,0.0,4.9393234192445,0.0,1.0
290,90177819.0,9.0,0.0,2.0,0.0,5.000942367442,0.0,5.0
291,90177972.0,365.0,5.0,5.0,0.0,-0.17280838286945,0.0,4.0
292,90178324.0,71.0,0.0,2.0,3.0,0.048120688191249,0.0,0.0
293,90178359.0,134.0,1.0,2.0,1.0,-2.0347790364585,0.0,1.0
294,90178683.0,39.0,0.0,4.0,5.0,3.6818309720093,0.0,10.0
295,90179498.0,256.0,4.0,0.0,0.0,2.5188324219015,0.0,1.0
296,90179605.0,17.0,0.0,3.0,0.0,2.2203846904251,0.0,0.0
297,90180896.0,9.0,0.0,0.0,1.0,1.3586262075283,0.0,8.0
298,90181921.0,277.0,1.0,0.0,9.0,-1.8374733465646,0.0,1.0
299,90182071.0,242.0,0.0,0.0,9.0,5.0221403338542,0.0,4.0
300,90182840.0,43.0,0.0,0.0,0.0,5.0052553277808,0.0,5.0
301,90183152.0,17.0,2.0,0.0,4.0,-0.99021796385654,0.0,7.0
302,90183308.0,17.0,0.0,0.0,0.0,1.1718958040075,0.0,7.0
303,90186339.0,24.0,1.0,5.0,5.0,5.0062292615116,0.0,100.0
304,90186577.0,25.0,0.0,2.0,0.0,-9.9718689157316,0.0,5.0
305,90186920.0,19.0,0.0,1.0,0.0,0.98080005922854,0.0,2.0
306,90187466.0,212.0,14.0,4.0,2.0,1.2418365374315,0.0,6.0
307,90187721.0,62.0,0.0,0.0,0.0,5.0064761951959,0.0,1.0
308,90188241.0,31.0,0.0,1.0,3.0,5.0683864903523,0.0,0.0
309,90188889.0,14.0,0.0,0.0,0.0,5.0006492682656,0.0,1.0
310,90189164.0,41.0,1.0,1.0,0.0,4.9207272386777,0.0,0.0
311,90189632.0,9.0,1.0,0.0,0.0,-2.3777754186088,0.0,18.0
312,90189808.0,1.0,2.0,3.0,0.0,0.26976684592997,0.0,25.0
313,90190512.0,5.0,0.0,1.0,0.0,5.0100825799391,0.0,6.0
314,90190575.0,4.0,0.0,0.0,0.0,4.9994572166251,0.0,10.0
315,90191571.0,71.0,1.0,1.0,0.0,5.002090688015,0.0,2.0
316,90191578.0,86.0,6.0,4.0,1.0,5.0082421471849,0.0,0.0
317,90193206.0,10.0,0.0,1.0,0.0,1.4711168938501,0.0,5.0
318,90196836.0,106.0,2.0,0.0,1.0,-4.5912138455283,0.0,5.0
319,90197179.0,47.0,1.0,0.0,2.0,-1.3973590882742,0.0,15.0
320,90197844.0,194.0,0.0,0.0,3.0,3.6687442849512,0.0,0.0
321,90197970.0,376.0,0.0,0.0,2.0,2.9789289694867,0.0,2.0
322,90198338.0,261.0,1.0,2.0,0.0,5.0121981183695,0.0,1.0
323,90199911.0,202.0,1.0,1.0,1.0,3.4808465555724,0.0,6.0
324,90200453.0,46.0,14.0,16.0,2.0,3.7107638133038,0.0,55.0
325,90200515.0,6.0,0.0,1.0,0.0,5.006204597294,0.0,33.0
326,90201872.0,22.0,5.0,2.0,3.0,3.7220917178594,0.0,9.0
327,90202618.0,20.0,2.0,2.0,3.0,5.0012644549341,0.0,5.0
328,90204359.0,4.0,0.0,0.0,0.0,1.2923120681737,0.0,42.0
329,90204495.0,2761.0,0.0,5.0,6.0,-9.898942869581,0.0,6.0
330,90205093.0,202.0,0.0,0.0,1.0,5.0010398825902,0.0,7.0
331,90206438.0,24.0,0.0,0.0,1.0,4.4003158446897,0.0,3.0
332,90206528.0,318.0,4.0,0.0,12.0,1.7748891740072,0.0,0.0
333,90206693.0,53.0,0.0,0.0,0.0,4.3540336284713,0.0,10.0
334,90206916.0,601.0,0.0,1.0,7.0,-8.1712179631761,0.0,2.0
335,90207979.0,235.0,4.0,0.0,1.0,-1.4443746566801,0.0,1.0
336,90208148.0,280.0,2.0,5.0,4.0,-1.9124107068877,0.0,4.0
337,90208403.0,3.0,0.0,0.0,0.0,-0.035147102800584,0.0,5.0
338,90208636.0,7.0,0.0,0.0,0.0,4.2458426879943,0.0,5.0
339,90209240.0,533.0,1.0,0.0,1.0,0.63265464173873,0.0,1.0
340,90209728.0,161.0,1.0,0.0,0.0,3.3055908731357,0.0,19.0
341,90210226.0,47.0,0.0,2.0,11.0,3.9452708228091,0.0,0.0
